	lemma	stavek1	stavek2	oznaka (label)	stavek_1_pomen	stavek_2_pomen	found_lemma
297	blok	Jura je ostal na policijski postaji, mlad policaj pa se je odpravil k stanovalcem <target> bloka </target> z ganljivo zgodbo o žalostnem dogodku, ko naj bi namreč na ulici okradli dekle, zlikovec pa naj bi se skril prav v njihovem vhodu.	V uri programa ne sme biti več kot 12 minut oglasov, filmi ter informativne oddaje pa so lahko prekinjeni z oglasnimi <target> bloki </target> le enkrat v 30 minutah.	F			True
298	blok	Tako je v Ljubljani v Kliničnem centru v okviru urgentnega <target> bloka </target> ambulanta Ginekološke klinike; v Porodnišnici pa sprejemna ambulanta za porodnice.	S pomočjo le te bomo lahko izvedeli odgovore na vsa vprašanja, ki se pojavljajo.V medijih smo lahko zadnje mesece zasledili ogromno perečih vprašanj na temo izgradnje <target> bloka </target> 6 v Termoelektrarni Šoštanj.	F			True
299	blok	Vsako vedro je vsebovalo 3 ali 6 m3 betona, ki so ga vlivali v kvadratne <target> bloke </target>, na katere je bil razdeljen jez.	Kranj - V zadnjem času je veliko govora o tem, koliko novogradenj je še potrebnih v občini, ali <target> bloki </target> sodijo na podeželje, ali ne ...	F			True
300	blok	Paketu je priložena 1 GB SD- kartica. na kateri so karte 38 držav podjetja Tele Atlas (poleg držav članic EU-ja še vse države Balkana do Albanije, Turčije in Grčije ter vzhodni <target> blok </target> do Moldavije in Ukrajine).	Štejejo tudi drobne stvari, ki se seštevajo: pojdimo po stopnicah, namesto z dvigalom; parkirajmo avto nekoliko dlje in nadaljujmo pot peš; po kosilu pojdimo na sprehod, čeprav le okoli <target> bloka </target>.	F			True
301	bomba	Mike, prva termonuklearna <target> bomba </target>, je namesto z eno megatono usekala s skoraj enajstimi!!!	Včasih zadostuje že voziček z vokom, plinska <target> bomba </target> in par bambusovih palčk.	F			True
302	bomba	Medtem ko po vsej Sloveniji še vedno odmeva primer moškega z Velike Doline pri Brežicah, ki je zaradi groženj z <target> bombami </target> v soboto končal pod policijskimi streli, se je podobna tragedija obetala v sredo dopoldne v Gorenjem Kamenju pri Novem mestu.	Pa daj povej en razlog za razrešitev KK, mogoče Matejeva palača poleg plinske <target> bombe </target>?	F			True
303	bomba	Foto: Letalo zaradi grožnje z <target> bombo </target> zasilno pristalo na Švedskem Letalo pakistanske letalske družbe, ki je bilo na poti iz Kanade v Pakistan, je moralo zaradi grožnje z bombo zasilno pristati na letališču Arlanda v Stockholmu.	V 90. letih je metal <target> bombe </target> na tiste predele Iraka, ki so jim nadeli vzdevek »območja prepovedanih preletov«.	T			True
304	bomba	Že začetni intervju Aleksandra Bajta – ki je povzetek njegove knjige – deluje kot zgodovinska <target> bomba </target>, saj je z uradnimi partizanskimi dokumenti dokazal, da nam je bila zgodovina NOB prikazana napačno in izkrivljeno.	Si- li okoli 1940 kaznivih dejanj cer pa so povečali nadzor ali 320 manj kot v letu pred tudi nad prekrški po zakonu tem, izstopala pa sta predo omejevanju alkohola, pri vsem dva primera, to je še čemer so nekaj akcij izvedli vedno nerešen primer umoskupno s pristojnimi inšpek- ra brestaniškega podjetnicijskimi službami, samostoj- ka Klobase, ki poteka zaradi pokojnikovih številnih znanstev in povezav tako doma kot v tujini preko mednarodnega sodelovanja, ter najdba avto-<target> bombe </target> med zapuščeno prtljago na avtobusu na Obrežju konec meseca novembra lani.	F			True
305	bomba	Sploh tale chica <target> bomb </target> - ma toti seka iz oči prave iskrice, da se kar kadi, šarmer in pol!!	Tukaj piše, da so za <target> bombo </target> nad Hirošimo uporabili drug izotop urana!«	F			True
306	bomba	Po Lindemannovih predvidevanjih bi po vsaki toni odvrženih <target> bomb </target> ostalo brez strehe od 100 do 200 ljudi in dokazano je, da ljudem bolj zbije moralo izguba stanovanja kot smrt prijateljev in sorodnikov.	Znanstveniki, ki so <target> bombo </target> pomagali narediti, so predlagali, naj bi Japoncem njen učinek demonstrirali na kakem samotnem kraju.	F			True
307	bomba	Zaradi grožnje z <target> bombo </target> so morali zasilno pristati ob spremstvu dveh vojaških letal.	Niso si namreč mogli dovoliti, da bi se kak pijan voznik s svojim vozilom sredi noči zaletel v tovornjak z <target> bombo </target>, v kateri je bilo okoli 2200 kg eksploziva.	T			True
308	braniti	Vikingi ob ničemer niso občutili krivde, svojo čast pa so strastno <target> branili </target> in so se za vsako ceno izogibali sramoti.	Mamo naš jezek za <target> branit </target> an branit... e chi se ne... ?!	F			True
309	braniti	Čeprav sta tudi onadva nosila modro-rumene uniforme, sta bila oborožena s tradicionalnim 'vatikanskim dolgim mečem', poltretji meter dolgim kopjem z ostrim rezilom, s kakršnimi so menda obglavili nešteto muslimanov, ko so v petnajstem stoletju <target> branili </target> krščanske križarje.	Igralec B se lahko <target> brani </target> s pasingom (polje L2, D2) ali lobom (polje L3, 4, D3).Točka se v primeru uspešnega zadnjega udarca zaključi ali pa nadaljuje.	F			True
310	braniti	Mogoče bi ga ugledala s ceste, se skušam <target> braniti </target>, čeprav se ne spomnim prav ničesar.	Vse več je vojn zaradi obrambe kulture, pa vse manj kulture, ki bi <target> branila </target> pred vojno.	F			True
311	braniti	Dejan Zavec, svetovni boksarski IBF-prvak, se v nemškem Magdeburgu uspešno pripravlja na obračun z Rafalom Jackiewiczem, proti kateremu bo šampionski pas <target> branil </target> 4. septembra v novi dvorani v Stožicah.	Vem, da bo zavezan resnici, da jo bo <target> branil </target> in iskal.	F			True
312	braniti	Na njem <target> brani </target> naslov Švicar Federer, Nadal pa je pred letom dni v polfinalu predal Britancu Andyju Murrayju.	Kakšna je ideologija v strankah, ki jih omenjate, je treba vprašati njih. Ne smemo spregledati nečesa: v nekaterih okoliščinah se ljudem zdi, da se morajo <target> braniti </target>.	F			True
313	braniti	makki-2 nauči se pisat po slo.in če ne vidiš se cela evropa <target> brani </target> pred širjenja islama.jaz ne hodim v cerkev pa še zmeraj verjamem v boga in ta ni al allah.	Ob obletnici pripravljajo turnejo po Sloveniji, ne bodo pa se <target> branili </target> niti povabil, da igrajo na zasebnih zabavah.	F			True
314	braniti	Morate mu predlagati, gospod, je odvrnil Lewis s samozavestnim glasom in ude mu je preplavila nenavadna veselost, saj je spoznal, da se zdaj mora <target> braniti </target> Johnson, ne on sam.	Vprašanje je torej izrednega pomena in potrebna je seveda politična iniciativa tudi slovenske manjšine, ki je poklicana, da <target> brani </target> interese teritorija, na katerem je naseljena.	F	1	5	True
315	duh	Godbeniki so ubrano igrali domače viže, pohodniki pa so tako skoraj po taktu le prispeli do cerkvice Svetega <target> Duha </target>, od koder se je začel spust proti Malim Vrhem in naprej proti dolini Kravjeka.	Digitalna trdnjava je bila <target> duh </target>, farsa, vaba, ki naj bi zapeljala NSA.	F	opomba: ni pomena v Elexisu, stvarno ime	8	True
316	duh	Golobica, ki predstavlja Svetega <target> Duha </target>, je po obliki podobna oblakom v ozadju in se zato dovolj umirjeno umešča v kompozicijo.	Islam torej vključuje program za družbena vprašanja od svojega nastanka. Od vsega začetka ima islam individualno in družbeno vlogo, ki jo mi v <target> duhu </target> Korana in načel preroka definiramo kot politiko.	F	5	14	True
317	duh	Poletje pa je kot nalašč za vzdrževanje zdravega <target> duha </target> v zdravem telesu.	<target> Duha </target> je treba privesti k veri s pomočjo razlogov - dovolj je, če smo jih enkrat v življenju uvideli, telo pa s pomočjo dobre navade (252).	F	10	5	True
318	duh	Resnično vam povem, da se popolnoma strinjam z gospodom Poljškom in je govoril popolnoma v <target> duhu </target> demokratične države in v cilju, da se to doseže v Sloveniji, kar se na žalost ne dogaja.	To sta sveta brata Ciril in Metod naredila v <target> duhu </target>, »ki je bil prost vsakega čuta večvrednosti ali oblastnosti«, zato sta znala uporabiti slovanski jezik v liturgiji kot uspešno orodje za seznanjanje z božjimi resnicami.	T	14	14	True
319	duh	Gotovo je kakšnega hieraha zaneslo v oboževanje »poglavarja po milosti božji«, gotovo so nekateri španski župniki izvajali družbenopolitični nadzor in pomagali vzdrževati diktaturo, toda <target> Duh </target>, ki veje, koder hoče, se generalu Francu ni pustil ujeti.	Ko je vnuk hčere Velikega <target> Duha </target> to slišal, je stekel stran, preplaval je reko in vpil: Hrenova omaka, hrenova omaka, hrenova omaka!	T	5	5	True
320	duh	1. Balijci verujejo, da so <target> duhovi </target> vsepovsod ; dobri duhovi prebivajo na gorah in nam prinašajo blagostanje, velikani in demoni prežijo pod morjem, zli duhovi pa strašijo v gozdovih in na osamljeni obali.	In nesporno je čutni užitek, ko se dotaknemo dojenčkove kože in se naužijemo neverjetnega <target> duha </target>, ki ga ima dojenček.	F	5	13	True
321	duh	Županova Micka je za takratni čas odpirala številne aktualne teme: zdrav, naraven in pošten kmet nasproti pokvarjenemu in lahkoživemu plemstvu, problem narodne identitete med kmečkim slovenskim prebivalstvom in plemiškim nemškim prebivalstvom, v komediji se revolucionarni <target> duh </target> kaže skozi pametno kmečko dekle, ki se s svojo iznajdljivostjo izmuzne pohotnemu plemiču.	Verjamejo, da <target> duhovi </target> pokojnih igrajo aktivno vlogo v naših vsakdanjih življenjih, nudijo nam zaščito in vodstvo.	F	14	7	True
322	hladen	- Vedno si ob prhanju telo oplakni še s <target> hladno </target> vodo (ne povsem mrzlo, zadostuje že nekaj stopinj hladnejša).	Brez <target> hladne </target> vojne in kreša interesov velikih sil je njihov status postal bolj notranjepolitičen in odvisen od notranjega stanja države.	F	4	opomba: ni ustreznega pomena v Elexisu	True
323	hladen	Erpice so najbolj okusne takoj po pečenju, torej še tople, primerne so tudi <target> hladne </target> k suhim mesninam in vinu.	Sicer pa je vredno poskusiti z raztopino mazavega mila ali s koncentriranim <target> hladnim </target> izvlečkom kopriv.	F	8	3	True
324	hladen	Na zgornji meji <target> hladnega </target> zraka nastanejo razna valovanja, zato se hladen zrak v valovih oz. paketih preliva in se delno kotali čez grebene, kar ustvarja glavne sunke burje - slika 7.8.	Ravno v tistem trenutku je zabodel hlapec veliko ribo in z močjo jo je vrgel iz <target> hladnega </target> bivališča na suho, kjer ji ni bilo rešitve.	F	5	4	True
325	hladen	Njene besede so, da je Bond seksističen sovražnik žensk, ostanek <target> hladne </target> vojne.	V osrednji Sloveniji in na Dolenjskem je januar nekoliko zaostajal za dolgoletnim povprečjem, v visokogorju so bili <target> hladnejši </target> kot običajno februar, marec, oktober in december.	F	opomba: ni pomena v Elexisu	5	True
326	hladen	Shranite v manjše stekleničke, ki jih hranite v temnem in <target> hladnem </target> prostoru.	Prihajajo <target> hladnejši </target> jesenski dnevi, prelepi v svoji pisani paleti barv, ki se spreminjajo iz dneva v dan.	F	4	5	True
327	hladen	Napolnjen model postavimo v <target> hladno </target> pečico; pečico nastavimo na 175 stopinj, vklopimo in pečemo 60–70 min.	O četrtem sloju bi bilo težko zanesljivo reči, ali ga je povzročil nov zasuk muhaste človeške čudi ali pa je seštevek učinka časa, menjavanja dežja in sonca, vlage, vročine in bičanja <target> hladnih </target> vetrov, saj ni bilo na njem prav nič.	F	4	5	True
328	hladen	Ko se boste dotaknili skodelice in podstavka, boste zaznali, da prihajata iz različnih svetov – eden iz <target> hladnega </target>, trdega in gladkega, drugi iz toplega in mehkega.	Zadnji metri pred Ickmanovo planimo, ko sva že sanjala o <target> hladnem </target> pivu, naju je prešinila misel na hudega bika.	F	2	8	True
329	izrezan	Ko mu je pokazala listek, na katerem je bilo sestavljeno sporočilo iz <target> izrezanih </target> črk: »Ne kličite policije!	MAMINA DEJSTVA: Če se vam zdi Elijah <target> izrezan </target> mamin sinko, imate prav.	F	1	9	True
330	izrezan	Iz <target> izrezanih </target> receptov iz revij je nastala tudi knjižica receptov skupine »Metulji.«	Andreja vedno nosi globoko <target> izrezana </target> oblačila, kar njene sosede meče iz tira.	F	1	2	True
331	izrezan	Podpisi pod okrogle okvirčke okrog <target> izrezane </target> slike Rada Muleja – do njih puščice:	Slovenske strani z obupno <target> izrezanimi </target> fotografijami so zelo slab zgled za revijo, ki je bila do sedaj na takšnem grafičnem nivoju kot vaša.	T	1	1	True
332	izrezan	To se dogaja zaradi <target> izrezanega </target> vratu mehurja in operativne rane v predelu prostate ter vnetja, ki je vedno prisotno po operaciji.	Od takrat naprej so <target> izrezano </target> in spečeno testo začeli barvati in krasiti s sladkorno kremo, pisati verze, izreke, imena in še kaj, lepiti sličice, največkrat portrete, in vtiskovati ogledalca, ki so poudarila blišč izdelka.	F	3	5	True
333	izrezan	Čokolada s petko je bila najmanjša, težka je bila samo pet dek, in jesti sem jo morala, tako kot vse druge (najmanj sem imela rada okus štirice), v večjih količinah, če sem hotela z <target> izrezanimi </target> številčnimi znamkicami napolniti nagradni album in preko stričeve tajnice že naslednji dan dobiti za darilo paket.	Tako je bil krepostni poslovni prijatelj recimo majhen in mršav ter s trdim ovratnikom, nikakor ne prepoten in gospa Gygax ga ni sprejela v kopalnem plašču, temveč v seveda široko <target> izrezanem </target> kimonu, tako da je bilo njeno prisrčno povabilo mišljeno tudi v prenesenem pomenu – to je bila ena od njegovih šal, eksempel njegovega skromnega humorja –, tudi zasluženi infarkt nadgangsterja ni zadel v hiši, temveč v njegovih skladiščnih prostorih, med viharnim fenom, pripeljali so ga še v bolnišnico, sledilo je raztrganje srčne mišice in odhod na drugi svet, toda to je, kot rečeno, nebistveno, in predvsem natančno drži, kar je tu razložil njegov čudoviti najboljši prijatelj in državni tožilec, z gospo Gygax je res začel razmerje samo zato, da bi starega lopova uničil, da, zdaj se jasno spominja, kako je v njegovi postelji čez njegovo soprogo bolščal v njegovo fotografijo, v ta nesimpatični, debeli obraz z roževinastimi očali pred izbuljenimi očmi, in kako ga je kot divje veselje obšla slutnja, da bo s tem, kar zdaj tako veselo in vneto počne, pravzaprav umoril svojega šefa, z njim hladnokrvno naredil konec.	F	1	2	True
334	izrezan	Med preiskavo njegovega stanovanja so policisti našli časopisne izrezke s članki o kriminalu, pa tudi črke, <target> izrezane </target> iz naslovov.	Improvizirane rokavice, na katerih so prsti osvobojeni tekstila, narejene iz para nogavic, ki je postal <target> izrezana </target> žrtev neuspešnega nakupa.	F	1	4	True
335	izrezan	Fotokopiranih kuponov ne bomo upoštevali oziroma so to lahko le kuponi, <target> izrezani </target> iz časopisov v redni prodaji, ki jih kupite v kiosku ali ki jih dobite kot naročnik.	Liz Hurley se je na krstno slovesnost pripeljala v globoko <target> izrezani </target> obleki in s krznenim ogrinjalom.	F	1	2	True
336	ubiti	O tem, kdo je <target> ubil </target> Slavka Čuruvijo in Ivana Stambolića, kdo je izvršil atentat na Ibarski magistrali in v Budvi, kdo je vzel pravico v svoje roke in v obračunih po beograjskih ulicah ubil na desetine ljudi.«	Toča je klestila pridelke v Medžimurju na Hrvaškem, že v soboto pozno zvečer je silovit veter v Meggenhofnu v Zgornji Avstriji zlomil vejo, ki je <target> ubila </target> 41-letnega moškega.	T	1	1	True
337	ubiti	Prepričan je bil, da jo je <target> ubil </target> March, ker je vedela preveč o njegovih načrtih, da bo izginil s Hadovo čašo.	Dečki, s katerimi sem bil, so mi rekli, naj ga <target> ubijem </target> in mu vzamem hlače.	T	1	1	True
338	ubiti	Rajko nam je prišel povedat, da je granata <target> ubila </target> tri svinje.	Če boste samo pogledali drugega moškega, ga bom <target> ubil </target>!« je nadaljeval lord Salwick.	T	1	1	True
339	ubiti	Minila so tri leta, odkar je Nick Hogan v nesreči skoraj <target> ubil </target> svojega prijatelja Johna Graziana in zaradi tega pristal v zaporu.	Bala se mi je povedati, ker je vedela, da bi ga <target> ubil </target>, zato je ... splavila.”	T	1	1	True
340	ubiti	<target> Ubila </target> sta šestnajst pripadnikov policijskih sil in jih prav toliko tudi ranila.	Ko je nemški polkovnik in načelnik štaba rezervne vojske, 36-letni grof Claus Schenk von Stauffenberg, hudo ranjen v Tuniziji, z enim očesom in eno roko ter tremi prsti na levici, 20. julija skušal <target> ubiti </target> Hitlerja, je dvomil o uspehu, saj so ga zmotili med pripravo na sprožitev bombe.	T	1	1	True
341	ubiti	Umrl bom za rakom, če me seveda ne bo <target> ubilo </target> kaj drugega.	Boji se, da ga hoče dr. Black <target> ubiti </target>, in rad bi objavil zgodbo o svojem raziskovanju, preden bi ga utišali.	T	1	1	True
342	ubiti	V tem ognju prehoda (transitorio igne), o katerem je apostol dejal: sam se bo sicer rešil, vendar kakor skozi ogenj, se ne bodo očistili smrtni grehi, ampak nepomembni Š...] Ti grehi po našem verovanju duše ne <target> ubijejo </target>, jo pa skazijo Š...] in zaradi njih se lahko z nebeškim soprogom združi le za ceno skrajne zmede Š...] Odkupimo jih lahko s stalnimi molitvami in pogostim postenjem Š...] tisto, česar ne bomo odkupili, pa se bo moralo očistiti v ognju, za katerega apostol pravi: (delo vsakega) se bo razkrilo z ognjem; ogenj bo preskusil, kakšno je delo tega ali onega (1 Kor 3, 13) Š...] Torej se kaznujmo, dokler živimo na tem svetu Š...] in tako bodo ti grehi očiščeni v tem življenju, in v naslednjem življenju čistilni ogenj v nas bodisi ne bo našel nič ali le malo, kar bi lahko požgal.	<target> Ubil </target> se je, ko je skušal preskočiti dvižni most, ki se je bil ravno dvigal, hotel je z motorjem zapeljati čez brezno.	T	1	1	True
343	izgubiti	Richard Holbrooke, nekdanji ameriški ambasador pri OZN in v Nemčiji ter vodja daytonskih pogajalcev bo najbrž naslednji ameriški zunanji minister, če bo George Bush na novembrskih predsedniških volitvah <target> izgubil </target> proti Johnu Kerryju.	Potem ko so rokometaši Celja PL v sedmem krogu lige prvakov <target> izgubili </target> dobljeno tekmo pri Rhein-Neckar Löwenu, je vsaj ekipa poljskih Kielc ugnala Chambery in ohranila celjsko upanje za osmino finala.	T	7	7	True
344	izgubiti	Privlačnost ti sicer pomaga pridobiti kak glas, ampak hkrati tudi kakšnega <target> izgubiti </target>.	Šele ko so ga prijatelji prepričevali, da je trpljenje posledica greha, je Job, prepričan o svoji zvestobi, <target> izgubil </target> potrpljenje in postavil pod vprašaj Bogovo vsemogočnost.	F	1	6	True
345	izgubiti	Spretno se mora gibati po kamnitem in neravnem terenu, tako da ne <target> izgubi </target> ravnotežja.	V primeru, da bi <target> izgubila </target> nadzor nad vodnimi potmi, bi takoj spet postala nepomembna obrobna država.	F	opomba: ni pomena v Elexisu	1	True
346	izgubiti	Meditacija je rekla, da se je najbrž udarila v glavo, ko je <target> izgubila </target> ravnotežje in padla s pomola.	Grofje Herbersteini so Hrastovec znova pridobili v začetku tega stoletja (1909) in ga <target> izgubili </target> po drugi svetovni vojni.	F	opomba: ni pomena v Elexisu	1	True
347	izgubiti	Na rjavi podlagi se namreč mnoge barve <target> izgubijo </target> in mora se odpreti kar precej cvetov enake barve, da jih opazimo, zvončke, na primer.	Kajti kdo bi <target> izgubil </target> svobodo, ki mu jo je dala narava, da po svoji volji in moči vodi samega sebe, če se ne bi bal smrti v primeru, da bi jo obdržal?	F	5	1	True
348	izgubiti	Pred mestnim derbijem z Interjem se je Ronaldinho (na tekmi je zgrešil enajstmetrovko, Milan pa je <target> izgubil </target> z 0:2) v hotelskem apartmaju s prijatelji zabaval kar tri dni, zaradi česar ga je klub kaznoval s 75.000 evri.V Londonu so zadovoljni	Ali pa se bo morda <target> izgubil </target> na divjem safariju v Kenijskem narodnem parku.	F	7	8	True
349	izgubiti	Ameriška televizijska hiša CNN je po zmagi Maribor Teatanica v Kijevu poslala v svet legendarno poročilo: Dinamo iz Kijeva, polfinalist lanskoletne lige prvakov, je v prvem krogu evropske lige prvakov <target> izgubil </target> proti romunskemu Mariboru z 1:0.	Moj vtis je, da so <target> izgubili </target> živce, da so pričakovali nekaj drugega, kot se je potem zgodilo.	F	7	1	True
350	izpustiti	Jaz pa sem še vedno stala ob avtu in čakala, da <target> izpustijo </target> pse.	Pri štetju nobenega predmeta (osebe, živali …) ne <target> izpusti </target>, nobenega ne šteje dvakrat.	F	1	2	True
351	izpustiti	Pobesnelo ženo so policisti pridržali čez noč, zjutraj pa jo odvedli k sodniku, ki jo je proti varščini <target> izpustil </target>, vendar pa odredil takojšen obvezen obisk pri psihiatru, ki bo podal oceno njenega duševnega stanja.	Po daljšem času se vračata tudi ''Romun'' Darijan Matič , ki je že sodeloval v minulih kvalifikacijah, ter ''Šved'' Miran Burgič , ki je zaradi velikih težav s poškodbami <target> izpustil </target> skoraj celotno minulo sezono, trem že preizkušenim članom vratarske trojke pod vodstvom Keka pa bo na uvodnem delu priprav delal družbo mladi Jan Koprivec , ki nabira izkušnje v drugi italijanski ligi.	F	8	5	True
352	izpustiti	Grizljajte njen vrat, pazduhe in stegna, sesajte njene prste, ušesa, nos – in kar je najvaŽnejše, ne <target> izpustite </target> je izpred oči.	Sodnik je večino misijonarjev <target> izpustil </target> iz zapora 17. februarja, ko ni našel dokazov o tem, da bi šlo res za ugrabitve.	F	6	8	True
353	izpustiti	Preiskovalni sodnik <target> izpustil </target> 23-letnika, ki je z goljufijo prišel do testnega renault megana in golfa, skupaj vredna 36.000 evrov — Avta sta izginila, policisti pa so 23-letnika že večkrat obravnavali	Lydiji, ki je gledala, se je zdela cela večnost, preden je oče postopoma razklenil prste pod Christopherjevim vratom, ga <target> izpustil </target> in potem potisnil obe roki globoko v žepe, kakor da se premaguje, da bi usekal sina.	F	8	7	True
354	izpustiti	Lutkar je nenadoma <target> izpustil </target> niti marionet, ki jih je imel v rokah.	In skoraj ni nikogar, ki bi to, kar zdaj piše o Sloveniji, <target> izpustil </target>.	F	7	6	True
355	izpustiti	»Tudi to je povezano s prometom, <target> izpusti </target> v industriji, tudi gospodinjstva, kemijske čistilnice in bencinske črpalke prispevajo k temu,« je pojasnil dr. Pražnikar, vendar je opozoril, da je tudi tu koncentracija ponoči razmeroma nizka, podnevi pa se poviša, kar pomeni, da je nezaželeni ozon kombinacija izpustov in sončnega sevanja.	Nekatere izdaje in prevodi imajo namesto osebka: “naš Gospod” osebek “naša Gospa” ali pa osebek <target> izpustijo </target>.	F	4	2	True
356	izpustiti	ko napišeš tekst in vmes vstaviš izjave nenadoma ugotoviš, da si predolg in potem si postavljen pred dejstvo kaj krajšati, kaj <target> izpustiti </target>.	Potem ko mu je v kvalifikacijah prst leve roke (tega je imel poškodovanega že lani, ko je <target> izpustil </target> ves jesenski del sezone s svetovnim prvenstvom v Århusu vred) prišel med bradljo in dlan, je dobro vedel, da bo pravi odgovor o resnosti položaja dalo šele sobotno jutro.	F	2	5	True
357	dihanje	Oteženo <target> dihanje </target>, vrtoglavica, otekanje obraza, celo bljuvanja z bolečinami v spodnjem delu trebuha, krči in driske so dovolj resno opozorilo, da je potrebna takojšnja zdravniška pomoč.	Pripravljala se je na to naporno srečanje z globokim <target> dihanjem </target> in sprehodi po gozdnih stezicah v okolici Ljubljane.	T	2	2	True
358	dihanje	Takšna oblika <target> dihanja </target> se imenuje hiperventilacija, ki povzroči pospešeno utripanje srca in povečano količino adrenalina v organizmu. S tem se poveča količina ogljikovega dioksida v krvi, kar še pospeši utripanje srca in še poveča količino sladkorja in adrenalina.	Na 26. mestu periodnega pacienta predpisanih dodatkov prehrasistema nas kot šesti predstavnik prehod- POMEMBNO ZA <target> DIHANJE </target> ni v 20. stoletju.	T	2	2	True
359	dihanje	Zdravo <target> dihanje </target> konec koncev pomaga vsem telesnim funkcijam, saj izboljšuje presnovo in organom zlasti še srcu olajšuje delo.	Z vso močjo sem zadrževal občasne napade kašlja in se zahvaljeval hrupu televizorja in radia, ki sta prekrila glasnost mojega <target> dihanja </target>.	T	2	2	True
360	dihanje	Med sprehodom (ali pohodom v službo) lahko poskusite z zavestnim globokim <target> dihanjem </target>.Vdihnite kolikor lahko globoko, čisto do konca.	Zlezel je v avto, skušal umiriti <target> dihanje </target>, nato pa se je odpeljal po opustelih ulicah do vhoda urgentnega oddelka v bolnišnici.	T	2	2	True
361	dihanje	Pravilno <target> dihanje </target> je za sprostitev seveda ključno, kasneje pa tudi za sam porod.	Brezzračnost njegovega univerzuma človeškim bitjem ne omogoča <target> dihanja </target>, čeprav je dihanje pogoj njihovega obstoja.	T	2	1	True
362	dihanje	Na obraz so mi nanesli silikonsko masko, v katero so izvrtali samo dve drobni luknjici za <target> dihanje </target>.	Veliki čezmerni odmerki lahko povzročijo slabost, bruhanje, bolečine v želodcu, omotico, zaspanost in težave z <target> dihanjem </target>.	T	2	2	True
363	dihanje	Za te bolnike je pomembna natančna anamneza in razlikovanje centralne motnje <target> dihanja </target> od drugih motenj spanja.	umirjenost <target> dihanja </target> (trening počasnega, enakomernega in globokega dihanja, s katerim človeka usmerimo vase)	T	2	2	True
364	kost	V Postojnski jami na primer je našel <target> kosti </target> jamskega medveda in čeljustnico jamskega leva (Cimerman, 1966/67).	Sedaj, ko sem starejša, se zime kar bojim, ker mraz ni za moje <target> kosti </target>.	F	9	1	True
365	kost	Lačni zmaj, ki že tri dni ni nič jedel, je planil nad vola ter ga požrl z živim apnom, <target> kostmi </target> in dlako vred.	PLUS ZA ZDRAVJE: Že z 250 g jagod dobimo polovico dnevno potrebnega železa za kri, za nameček pa še vitamin K za močne <target> kosti </target>.	F	9	1	True
366	kost	Med novinarji se ga je zato prijel izraz prvi nosač pasjih <target> kosti </target>, ki seveda ni bil ravno častni naziv.	Glede osteoporoze pa pomeni estrogenska terapija najbolj učinkovito zdravilo za dodaten nanos kalcija v <target> kosti </target>.	F	9	1	True
367	kost	Med hojo ves čas smešno poskakuje, skače v prazne prostore, da ne bi s svojimi težkimi, z norveškimi žeblji podkovanimi čevlji poškodoval <target> kosti </target> svojega obraza.	Vsega skupaj naj bo v meniju 60—70 dag živil na osebo; od tega računamo: 8—10 dag za predjedi 8—10 dag za ribje jedi 15—20 dag raznih vrst mesa s <target> kostmi </target> 15 dag solat, omak in prilog; za vse drugo: desert, sir, sadje pa še 15 dag.	F	1	9	True
368	kost	Stikata se na maščobni blazinici na medenični <target> kosti </target>, ki jo imenujemo Venerin griček in je porasla s sramnimi dlakami.	Sprva le kratki, postopoma pa daljši obiski pašnika povečajo ješčnost in krepijo <target> kosti </target>, mišice, kite in pljuča žrebeta.	T	1	1	True
369	kost	Nastajali so gumbi, kakršne poznamo še danes, še vedno pa so poseben sloves ohranjali tisti iz želvovine, slonove <target> kosti </target>, biserne matice in dragih kamnov ter plemenitih kovin.	Ko otrok odraste, rdeči kostni mozeg v dolgih <target> kosteh </target> nadomesti rumen kostni mozeg, v katerem se kopičijo maščobe.	F	9	1	True
370	kost	Vrijeme malih pesnika, vrijeme riječi, koje same sebi zatvaraju usta … vrijeme tišine, u koji se razsipaju <target> kost </target> i … s suzama u očima … stare čarape poezije.	Z vseh strani te napada zvok, jaz sem zadnjič šel z vato, pa je bilo malo bolje, me ni prerezalo do <target> kosti </target>.	F	opomba: ni ustreznega pomena v Elexisu	1	True
371	napet	Dirke, ki so se Angeli zdele hitrejše in bolj <target> napete </target> kot vse, kar jih je dotlej videla, so se hitro odvijale.	Stiskal sem pesti, stiskal sem ustnice in bil po dolgem času resnično ves <target> napet </target> in trepetav.	T	9	9	True
372	napet	Andy je ves <target> napet </target> visel s pogledom na Dianinem obrazu, da bi z njega razbral, kaj si misli o tej preprosti pesmici.	V <target> napetih </target> in potencialno ogrožujočih trenutkih se v smeh včasih zatečemo čisto nezavedno.	F	10	9	True
373	napet	Preveč zaspan je bil, da bi izoblikoval določna vprašanja in odgovore, ter preveč <target> napet </target>, da bi lahko zaspal.	Jayne Ann Krentz je mojstrica strastnih zapletov, vznemirljivih značajev in <target> napetih </target> zgodb, ki jih preberemo v eni sapi.	F	1	9	True
374	napet	Po dobri uri <target> napetega </target> vzpona, se strmina unese za nekaj deset korakov na odprti travnati izravnavi.	Opazili boste tudi, da so <target> napete </target> ličnice in mišice okoli oči, predvsem tiste v očesnih kotičkih.	F	6	3	True
